id,updated_at
95,2018-07-26 0:00:00
96,2018-07-26 0:00:00
97,2018-07-25 0:00:00
98,2018-09-05 0:00:00
99,2018-09-06 0:00:00
100,2018-09-06 0:00:00
101,2018-09-06 0:00:00
102,2018-09-06 0:00:00
103,2018-09-07 0:00:00
104,2018-09-07 0:00:00
105,2018-09-07 0:00:00
106,2018-09-07 0:00:00
107,2018-09-10 0:00:00
108,2018-09-10 0:00:00
109,2018-09-10 0:00:00
110,2018-09-11 0:00:00
111,2018-09-11 0:00:00
112,2018-09-11 0:00:00
113,2018-09-11 0:00:00
114,2018-09-12 0:00:00
115,2018-09-12 0:00:00
116,2018-09-12 0:00:00
117,2018-09-12 0:00:00
118,2018-09-13 0:00:00
119,2018-09-13 0:00:00
120,2018-09-13 0:00:00
121,2018-09-13 0:00:00
122,2018-09-14 0:00:00
123,2018-09-14 0:00:00
124,2018-09-17 0:00:00
125,2018-09-17 0:00:00
126,2018-09-17 0:00:00
127,2018-09-18 0:00:00
128,2018-09-18 0:00:00
129,2018-09-18 0:00:00
130,2018-09-18 0:00:00
131,2018-09-19 0:00:00
132,2018-09-19 0:00:00
133,2018-09-19 0:00:00
134,2018-09-19 0:00:00
135,2018-09-20 0:00:00
136,2018-09-20 0:00:00
137,2018-09-20 0:00:00
138,2018-09-21 0:00:00
139,2018-09-21 0:00:00
140,2018-09-21 0:00:00
141,2018-09-24 0:00:00
142,2018-09-24 0:00:00
143,2018-09-24 0:00:00
144,2018-09-24 0:00:00
145,2018-09-25 0:00:00
146,2018-09-25 0:00:00
147,2018-09-25 0:00:00
148,2018-09-25 0:00:00
149,2018-09-26 0:00:00
150,2018-09-26 0:00:00
151,2018-09-24 0:00:00
152,2018-09-27 0:00:00
153,2018-09-27 0:00:00
154,2018-09-27 0:00:00
155,2018-08-27 0:00:00
156,2018-09-28 0:00:00
157,2018-09-28 0:00:00
158,2018-09-28 0:00:00
159,2018-09-28 0:00:00
160,2018-10-01 0:00:00
161,2018-09-27 0:00:00
162,2018-09-28 0:00:00
163,2018-10-03 0:00:00
164,2018-10-03 0:00:00
165,2018-10-03 0:00:00
166,2018-10-03 0:00:00
167,2018-10-03 0:00:00
168,2018-10-03 0:00:00
169,2018-10-04 0:00:00
170,2018-10-04 0:00:00
171,2018-10-04 0:00:00
172,2018-10-05 0:00:00
173,2018-10-05 0:00:00
174,2018-10-08 0:00:00
175,2018-10-05 0:00:00
176,2018-10-08 0:00:00
177,2018-10-09 0:00:00
178,2018-10-09 0:00:00
179,2018-10-09 0:00:00
180,2018-10-09 0:00:00
181,2018-10-10 0:00:00
182,2018-10-10 0:00:00
183,2018-10-10 0:00:00
184,2018-10-10 0:00:00
185,2018-10-11 0:00:00
186,2018-10-11 0:00:00
187,2018-10-12 0:00:00
188,2018-10-12 0:00:00
189,2018-10-12 0:00:00
190,2018-10-15 0:00:00
191,2018-10-15 0:00:00
192,2018-10-15 0:00:00
193,2018-10-16 0:00:00
194,2018-10-16 0:00:00
195,2018-10-16 0:00:00
196,2018-10-16 0:00:00
197,2018-10-16 0:00:00
198,2018-10-16 0:00:00
199,2018-10-17 0:00:00
200,2018-10-17 0:00:00
201,2018-10-17 0:00:00
202,2018-10-18 0:00:00
203,2018-10-18 0:00:00
204,2018-10-18 0:00:00
205,2018-10-18 0:00:00
206,2018-10-18 0:00:00
207,2018-10-20 0:00:00
208,2018-10-22 0:00:00
209,2018-10-22 0:00:00
210,2018-10-22 0:00:00
211,2018-10-23 0:00:00
212,2018-10-23 0:00:00
213,2018-10-23 0:00:00
214,2018-10-23 0:00:00
215,2018-10-23 0:00:00
216,2018-10-24 0:00:00
217,2018-10-24 0:00:00
218,2018-10-24 0:00:00
219,2018-10-25 0:00:00
220,2018-10-25 0:00:00
221,2018-10-25 0:00:00
222,2018-10-25 0:00:00
223,2018-10-26 0:00:00
224,2018-10-26 0:00:00
225,2018-10-29 0:00:00
226,2018-10-29 0:00:00
227,2018-10-30 0:00:00
228,2018-10-30 0:00:00
229,2018-10-30 0:00:00
230,2018-10-30 0:00:00
231,2018-10-30 0:00:00
232,2018-10-31 0:00:00
233,2018-10-31 0:00:00
234,2018-10-31 0:00:00
235,2018-10-31 0:00:00
236,2018-11-05 0:00:00
237,2018-11-02 0:00:00
238,2018-11-05 0:00:00
239,2018-11-06 0:00:00
240,2018-11-06 0:00:00
241,2018-11-12 0:00:00
242,2018-11-12 0:00:00
243,2018-11-12 0:00:00
244,2018-11-13 0:00:00
245,2018-11-15 0:00:00
246,2018-11-14 0:00:00
247,2018-11-14 0:00:00
248,2018-11-14 0:00:00
249,2018-11-15 0:00:00
250,2018-11-15 0:00:00
251,2018-11-15 0:00:00
252,2018-11-16 0:00:00
253,2018-11-16 0:00:00
254,2018-11-19 0:00:00
255,2018-11-19 0:00:00
256,2018-11-19 0:00:00
257,2018-11-19 0:00:00
258,2018-11-20 0:00:00
259,2018-11-20 0:00:00
260,2018-11-20 0:00:00
261,2018-11-20 0:00:00
262,2018-11-21 0:00:00
263,2018-11-21 0:00:00
264,2018-11-21 0:00:00
265,2018-11-21 0:00:00
266,2018-11-22 0:00:00
267,2018-11-22 0:00:00
268,2018-11-22 0:00:00
269,2018-11-22 0:00:00
270,2018-11-26 0:00:00
271,2018-11-24 0:00:00
272,2018-11-26 0:00:00
273,2018-11-27 0:00:00
274,2018-11-27 0:00:00
275,2018-11-27 0:00:00
276,2018-11-27 0:00:00
277,2018-11-28 0:00:00
278,2018-11-28 0:00:00
279,2018-11-28 0:00:00
280,2018-11-28 0:00:00
281,2018-11-29 0:00:00
282,2018-11-29 0:00:00
283,2018-11-29 0:00:00
284,2018-11-29 0:00:00
285,2018-11-30 0:00:00
286,2018-11-30 0:00:00
287,2018-11-30 0:00:00
288,2018-12-03 0:00:00
289,2018-12-03 0:00:00
290,2018-12-03 0:00:00
291,2018-12-03 0:00:00
292,2018-12-04 0:00:00
293,2018-12-04 0:00:00
294,2018-12-04 0:00:00
295,2018-12-06 0:00:00
296,2018-12-05 0:00:00
297,2018-12-06 0:00:00
298,2018-12-06 0:00:00
299,2018-12-07 0:00:00
300,2018-12-07 0:00:00
301,2018-12-07 0:00:00
302,2018-12-05 0:00:00
303,2018-12-05 0:00:00
304,2018-12-05 0:00:00
305,2018-12-05 0:00:00
306,2018-12-07 0:00:00
307,2018-12-10 0:00:00
308,2018-12-10 0:00:00
309,2018-12-10 0:00:00
310,2018-12-11 0:00:00
311,2018-12-11 0:00:00
312,2018-12-11 0:00:00
313,2018-12-11 0:00:00
314,2018-12-12 0:00:00
315,2018-12-12 0:00:00
316,2019-01-18 0:00:00
317,2019-01-18 0:00:00
318,2019-01-16 0:00:00
319,2019-01-17 0:00:00
320,2019-01-17 0:00:00
321,2019-01-17 0:00:00
322,2019-01-17 0:00:00
323,2019-01-16 0:00:00
324,2019-01-16 0:00:00
325,2019-01-16 0:00:00
326,2019-01-15 0:00:00
327,2019-01-15 0:00:00
328,2019-01-15 0:00:00
329,2019-01-15 0:00:00
330,2019-01-15 0:00:00
331,2019-01-14 0:00:00
332,2019-01-14 0:00:00
333,2019-01-14 0:00:00
334,2019-01-11 0:00:00
335,2019-01-11 0:00:00
336,2019-01-11 0:00:00
337,2019-01-11 0:00:00
338,2019-01-10 0:00:00
339,2019-01-10 0:00:00
340,2019-01-10 0:00:00
341,2019-01-09 0:00:00
342,2019-01-09 0:00:00
343,2019-01-09 0:00:00
344,2019-01-09 0:00:00
345,2019-01-08 0:00:00
346,2019-01-08 0:00:00
347,2019-01-08 0:00:00
348,2019-01-04 0:00:00
349,2019-01-04 0:00:00
350,2019-01-04 0:00:00
351,2019-01-03 0:00:00
352,2019-01-03 0:00:00
353,2019-01-03 0:00:00
354,2019-01-03 0:00:00
355,2019-01-03 0:00:00
356,2018-12-31 0:00:00
357,2018-12-31 0:00:00
358,2018-12-31 0:00:00
359,2018-12-29 0:00:00
360,2018-12-28 0:00:00
361,2018-12-28 0:00:00
362,2018-12-28 0:00:00
363,2018-12-28 0:00:00
364,2018-12-27 0:00:00
365,2018-12-27 0:00:00
366,2018-12-27 0:00:00
367,2018-12-20 0:00:00
368,2018-12-20 0:00:00
369,2018-12-20 0:00:00
370,2018-12-19 0:00:00
371,2018-12-19 0:00:00
372,2018-12-19 0:00:00
373,2018-12-19 0:00:00
374,2018-12-19 0:00:00
375,2018-12-18 0:00:00
376,2018-12-18 0:00:00
377,2018-12-18 0:00:00
378,2018-12-17 0:00:00
379,2018-12-17 0:00:00
380,2018-12-17 0:00:00
381,2018-12-14 0:00:00
382,2018-12-14 0:00:00
383,2018-12-14 0:00:00
384,2018-12-14 0:00:00
385,2018-12-13 0:00:00
386,2018-12-13 0:00:00
387,2018-12-13 0:00:00
388,2018-12-13 0:00:00
389,2019-01-18 0:00:00
390,2019-01-18 0:00:00
391,2019-01-21 0:00:00
392,2019-01-21 0:00:00
393,2019-01-21 0:00:00
394,2019-01-22 0:00:00
395,2019-01-22 0:00:00
396,2019-01-22 0:00:00
397,2019-01-22 0:00:00
398,2019-01-22 0:00:00
399,2019-01-23 0:00:00
400,2019-01-23 0:00:00
401,2019-01-23 0:00:00
402,2019-01-23 0:00:00
403,2019-01-23 0:00:00
404,2019-01-24 0:00:00
405,2019-01-24 0:00:00
406,2019-01-24 0:00:00
407,2019-01-24 0:00:00
408,2019-01-24 0:00:00
409,2019-01-25 0:00:00
410,2019-01-28 0:00:00
411,2019-01-28 0:00:00
412,2019-01-28 0:00:00
413,2019-01-25 0:00:00
414,2019-01-28 0:00:00
415,2019-01-24 0:00:00
416,2019-01-25 0:00:00
417,2019-01-24 0:00:00
418,2019-01-28 0:00:00
419,2019-01-28 0:00:00
420,2019-01-29 0:00:00
421,2019-01-29 0:00:00
422,2019-01-29 0:00:00
423,2019-01-29 0:00:00
424,2019-01-29 0:00:00
425,2019-01-29 0:00:00
426,2019-01-30 0:00:00
427,2019-01-30 0:00:00
428,2019-01-30 0:00:00
429,2019-01-30 0:00:00
430,2019-01-30 0:00:00
431,2019-01-31 0:00:00
432,2018-09-14 0:00:00
433,2018-09-14 0:00:00
434,2018-09-20 0:00:00
435,2018-09-14 0:00:00
436,2018-09-26 0:00:00
437,2018-09-26 0:00:00
438,2018-09-27 0:00:00
439,2018-09-28 0:00:00
440,2018-10-03 0:00:00
441,2018-10-03 0:00:00
442,2018-10-04 0:00:00
443,2018-10-04 0:00:00
444,2018-10-10 0:00:00
445,2018-10-11 0:00:00
446,2018-10-12 0:00:00
447,2018-10-15 0:00:00
448,2018-10-15 0:00:00
449,2018-10-17 0:00:00
450,2018-10-19 0:00:00
451,2018-10-19 0:00:00
452,2018-10-22 0:00:00
453,2018-10-22 0:00:00
454,2018-10-24 0:00:00
455,2018-10-25 0:00:00
456,2018-10-26 0:00:00
457,2018-10-26 0:00:00
458,2018-10-29 0:00:00
459,2018-10-29 0:00:00
460,2018-10-31 0:00:00
461,2018-11-01 0:00:00
462,2018-10-31 0:00:00
463,2018-11-01 0:00:00
464,2018-11-01 0:00:00
465,2018-11-01 0:00:00
466,2018-11-02 0:00:00
467,2018-11-02 0:00:00
468,2018-11-02 0:00:00
469,2018-11-02 0:00:00
470,2018-11-05 0:00:00
471,2018-11-06 0:00:00
472,2018-11-06 0:00:00
473,2018-11-05 0:00:00
474,2018-11-12 0:00:00
475,2018-11-13 0:00:00
476,2018-11-30 0:00:00
477,2019-01-31 0:00:00
478,2019-01-31 0:00:00
479,2019-01-31 0:00:00
480,2019-01-31 0:00:00
481,2019-02-01 0:00:00
482,2019-02-01 0:00:00
483,2019-02-01 0:00:00
484,2019-02-01 0:00:00
485,2019-02-01 0:00:00
486,2019-02-04 0:00:00
487,2019-02-04 0:00:00
488,2019-02-04 0:00:00
489,2019-02-04 0:00:00
490,2019-02-05 0:00:00
491,2019-02-05 0:00:00
492,2019-02-05 0:00:00
493,2019-02-05 0:00:00
494,2019-02-05 0:00:00
495,2018-04-09 0:00:00
496,2018-02-06 0:00:00
497,2018-01-22 0:00:00
498,2018-02-27 0:00:00
499,2018-04-22 0:00:00
500,2019-02-06 0:00:00
501,2018-12-06 0:00:00
502,2018-11-03 0:00:00
503,2019-02-06 0:00:00
504,2018-09-06 0:00:00
505,2019-02-06 0:00:00
506,2018-12-19 0:00:00
507,2019-02-06 0:00:00
508,2018-05-15 0:00:00
509,2018-07-20 0:00:00
510,2018-11-25 0:00:00
511,2018-12-14 0:00:00
512,2019-01-18 0:00:00
513,2018-02-14 0:00:00
514,2018-03-23 0:00:00
515,2018-05-24 0:00:00
516,2018-07-27 0:00:00
517,2018-11-21 0:00:00
518,2018-11-26 0:00:00
519,2019-02-06 0:00:00
520,2019-02-07 0:00:00
521,2019-02-07 0:00:00
522,2019-02-07 0:00:00
523,2019-02-07 0:00:00
524,2019-02-07 0:00:00
525,2019-02-08 0:00:00
526,2019-02-08 0:00:00
527,2019-02-08 0:00:00
528,2019-02-08 0:00:00
529,2019-02-08 0:00:00
530,2019-02-11 0:00:00
531,2019-02-11 0:00:00
532,2019-02-11 0:00:00
533,2019-02-11 0:00:00
534,2019-02-12 0:00:00
535,2019-02-12 0:00:00
536,2019-02-12 0:00:00
537,2019-02-12 0:00:00
538,2019-02-12 0:00:00
539,2019-02-13 0:00:00
540,2019-02-13 0:00:00
541,2019-02-13 0:00:00
542,2019-02-13 0:00:00
543,2019-02-13 0:00:00
544,2019-02-14 0:00:00
545,2019-02-14 0:00:00
546,2019-02-14 0:00:00
547,2019-02-14 0:00:00
548,2019-02-14 0:00:00
549,2019-02-15 0:00:00
550,2019-02-15 0:00:00
551,2019-02-15 0:00:00
552,2019-02-15 0:00:00
553,2019-02-15 0:00:00
554,2019-02-18 0:00:00
555,2019-02-18 0:00:00
556,2019-02-18 0:00:00
557,2019-02-18 0:00:00
558,2019-02-19 0:00:00
559,2019-02-19 0:00:00
560,2019-02-19 0:00:00
561,2019-02-19 0:00:00
562,2019-02-19 0:00:00
563,2019-02-20 0:00:00
564,2019-02-20 0:00:00
565,2019-02-20 0:00:00
566,2019-02-20 0:00:00
567,2019-02-20 0:00:00
568,2019-02-21 0:00:00
569,2019-02-21 0:00:00
570,2019-02-21 0:00:00
571,2019-02-21 0:00:00
572,2019-02-21 0:00:00
573,2019-02-22 0:00:00
574,2019-02-22 0:00:00
575,2019-02-22 0:00:00
576,2019-02-22 0:00:00
577,2019-02-22 0:00:00
578,2019-02-25 0:00:00
579,2019-02-25 0:00:00
580,2019-02-25 0:00:00
581,2019-02-25 0:00:00
582,2019-02-26 0:00:00
583,2019-02-26 0:00:00
584,2019-02-26 0:00:00
585,2019-02-26 0:00:00
586,2019-02-26 0:00:00
587,2019-02-27 0:00:00
588,2019-02-27 0:00:00
589,2019-02-27 0:00:00
590,2019-02-27 0:00:00
591,2019-02-27 0:00:00
592,2019-02-28 0:00:00
593,2019-02-28 0:00:00
594,2019-02-28 0:00:00
595,2019-02-28 0:00:00
596,2018-08-10 0:00:00
597,2019-02-28 0:00:00
598,2018-03-01 0:00:00
599,2018-12-17 0:00:00
600,2018-10-20 0:00:00
601,2019-03-01 0:00:00
602,2019-03-01 0:00:00
603,2018-10-11 0:00:00
604,2018-11-10 0:00:00
605,2018-11-20 0:00:00
606,2019-03-01 0:00:00
607,2018-10-11 0:00:00
608,2018-10-05 0:00:00
609,2019-03-01 0:00:00
610,2018-10-05 0:00:00
611,2018-10-05 0:00:00
612,2018-03-06 0:00:00
613,2018-10-02 0:00:00
614,2018-09-24 0:00:00
615,2018-03-06 0:00:00
616,2018-08-30 0:00:00
617,2018-08-10 0:00:00
618,2018-08-27 0:00:00
619,2018-10-08 0:00:00
620,2018-07-20 0:00:00
621,2018-05-18 0:00:00
622,2018-05-17 0:00:00
623,2018-06-26 0:00:00
624,2018-02-14 0:00:00
625,2018-02-14 0:00:00
626,2018-06-26 0:00:00
627,2018-05-24 0:00:00
628,2018-06-26 0:00:00
629,2018-06-25 0:00:00
630,2018-06-13 0:00:00
631,2019-03-01 0:00:00
632,2018-08-02 0:00:00
633,2019-03-04 0:00:00
634,2019-03-04 0:00:00
635,2019-03-04 0:00:00
636,2019-03-04 0:00:00
637,2019-03-05 0:00:00
638,2019-03-05 0:00:00
639,2019-03-05 0:00:00
640,2019-03-05 0:00:00
641,2019-03-05 0:00:00
642,2019-03-06 0:00:00
643,2019-03-06 0:00:00
644,2019-03-06 0:00:00
645,2019-03-06 0:00:00
646,2019-03-06 0:00:00
647,2019-03-07 0:00:00
648,2019-03-07 0:00:00
649,2019-03-07 0:00:00
650,2019-03-07 0:00:00
651,2019-03-07 0:00:00
652,2019-03-08 0:00:00
653,2019-03-08 0:00:00
654,2019-03-08 0:00:00
655,2019-03-08 0:00:00
656,2019-03-08 0:00:00
657,2019-03-11 0:00:00
658,2019-03-11 0:00:00
659,2019-03-11 0:00:00
660,2019-03-11 0:00:00
661,2019-03-12 0:00:00
662,2019-03-12 0:00:00
663,2019-03-12 0:00:00
664,2019-03-12 0:00:00
665,2019-03-12 0:00:00
666,2019-03-12 0:00:00
667,2019-03-13 0:00:00
668,2019-03-13 0:00:00
669,2019-03-13 0:00:00
670,2019-03-13 0:00:00
671,2019-03-13 0:00:00
672,2019-03-14 0:00:00
673,2019-03-14 0:00:00
674,2019-03-14 0:00:00
675,2019-03-14 0:00:00
676,2019-03-14 0:00:00
677,2019-03-15 0:00:00
678,2019-03-15 0:00:00
679,2019-03-15 0:00:00
680,2019-03-15 0:00:00
681,2019-03-15 0:00:00
682,2019-03-18 0:00:00
683,2019-03-18 0:00:00
684,2019-03-18 0:00:00
685,2019-03-18 0:00:00
686,2019-03-19 0:00:00
687,2019-03-19 0:00:00
688,2019-03-22 0:00:00
689,2019-03-19 0:00:00
690,2019-03-22 0:00:00
691,2019-03-19 0:00:00
692,2019-03-22 0:00:00
693,2019-03-19 0:00:00
694,2019-03-20 0:00:00
695,2019-03-22 0:00:00
696,2019-03-22 0:00:00
697,2019-03-20 0:00:00
698,2019-03-20 0:00:00
699,2019-03-20 0:00:00
700,2019-03-20 0:00:00
701,2019-03-26 0:00:00
702,2019-03-25 0:00:00
703,2019-03-26 0:00:00
704,2019-03-26 0:00:00
705,2019-03-26 0:00:00
706,2019-03-26 0:00:00
707,2019-03-27 0:00:00
708,2019-03-27 0:00:00
709,2019-03-27 0:00:00
710,2019-03-27 0:00:00
711,2019-03-27 0:00:00
712,2019-03-25 0:00:00
713,2019-03-25 0:00:00
714,2019-03-25 0:00:00
715,2019-03-28 0:00:00
716,2019-03-28 0:00:00
717,2019-03-28 0:00:00
718,2019-03-28 0:00:00
719,2019-03-28 0:00:00
720,2019-03-29 0:00:00
721,2019-03-29 0:00:00
722,2019-03-29 0:00:00
723,2019-03-29 0:00:00
724,2019-03-29 0:00:00
725,2019-04-01 0:00:00
726,2019-04-01 0:00:00
727,2019-04-01 0:00:00
728,2019-04-01 0:00:00
729,2019-04-02 0:00:00
730,2019-04-02 0:00:00
731,2019-04-02 0:00:00
732,2019-04-02 0:00:00
733,2019-04-02 0:00:00
734,2019-04-03 0:00:00
735,2019-04-03 0:00:00
736,2019-04-03 0:00:00
737,2019-04-03 0:00:00
738,2019-04-03 0:00:00
739,2019-04-04 0:00:00
740,2019-04-04 0:00:00
741,2019-04-04 0:00:00
742,2019-04-04 0:00:00
743,2019-04-04 0:00:00
744,2019-04-05 0:00:00
745,2019-04-05 0:00:00
746,2019-04-05 0:00:00
747,2019-04-05 0:00:00
748,2019-04-05 0:00:00
749,2018-01-03 0:00:00
750,2018-04-17 0:00:00
751,2018-07-18 0:00:00
752,2018-03-12 0:00:00
753,2018-01-04 0:00:00
754,2018-11-15 0:00:00
755,2018-10-23 0:00:00
756,2018-02-07 0:00:00
757,2019-04-08 0:00:00
758,2019-04-08 0:00:00
759,2019-04-08 0:00:00
760,2019-04-08 0:00:00
761,2019-04-09 0:00:00
762,2019-04-09 0:00:00
763,2019-04-09 0:00:00
764,2019-04-09 0:00:00
765,2019-04-09 0:00:00
766,2019-04-10 0:00:00
767,2019-04-10 0:00:00
768,2019-04-10 0:00:00
769,2019-04-10 0:00:00
770,2019-04-10 0:00:00
771,2019-04-11 0:00:00
772,2019-04-11 0:00:00
773,2019-04-11 0:00:00
774,2019-04-11 0:00:00
775,2019-04-11 0:00:00
776,2019-04-12 0:00:00
777,2019-04-12 0:00:00
778,2019-04-12 0:00:00
779,2019-04-12 0:00:00
780,2019-04-12 0:00:00
781,2019-04-15 0:00:00
782,2019-04-15 0:00:00
783,2019-04-15 0:00:00
784,2019-04-15 0:00:00
785,2019-04-09 0:00:00
786,2019-04-16 0:00:00
787,2019-04-16 0:00:00
788,2019-04-16 0:00:00
789,2019-04-16 0:00:00
790,2019-04-16 0:00:00
791,2019-04-17 0:00:00
792,2019-04-17 0:00:00
793,2019-04-17 0:00:00
794,2019-04-17 0:00:00
795,2019-04-17 0:00:00
796,2019-04-18 0:00:00
797,2019-04-18 0:00:00
798,2019-04-18 0:00:00
799,2019-04-18 0:00:00
800,2019-04-18 0:00:00
801,2019-04-19 0:00:00
802,2019-04-19 0:00:00
803,2019-04-19 0:00:00
804,2019-04-19 0:00:00
805,2019-04-19 0:00:00
806,2019-04-22 0:00:00
807,2019-04-22 0:00:00
808,2019-04-22 0:00:00
809,2019-04-22 0:00:00
810,2019-04-23 0:00:00
811,2019-04-23 0:00:00
812,2019-04-23 0:00:00
813,2019-04-23 0:00:00
814,2019-04-23 0:00:00
815,2019-04-24 0:00:00
816,2019-04-24 0:00:00
817,2019-04-24 0:00:00
818,2019-04-24 0:00:00
819,2019-04-24 0:00:00
820,2019-04-25 0:00:00
821,2019-04-24 0:00:00
822,2019-04-25 0:00:00
823,2019-04-25 0:00:00
824,2019-04-25 0:00:00
825,2019-04-26 0:00:00
826,2019-04-26 0:00:00
827,2019-04-26 0:00:00
828,2019-04-26 0:00:00
829,2019-04-26 0:00:00
830,2019-04-29 0:00:00
831,2019-04-29 0:00:00
832,2019-04-29 0:00:00
833,2019-04-29 0:00:00
834,2019-04-30 0:00:00
835,2019-04-30 0:00:00
836,2019-04-30 0:00:00
837,2019-04-30 0:00:00
838,2019-04-30 0:00:00
839,2019-05-01 0:00:00
840,2019-05-01 0:00:00
841,2019-05-01 0:00:00
842,2019-05-01 0:00:00
843,2019-05-01 0:00:00
844,2019-05-02 0:00:00
845,2019-05-02 0:00:00
846,2019-05-02 0:00:00
847,2019-05-02 0:00:00
848,2019-05-02 0:00:00
849,2019-05-03 0:00:00
850,2019-05-03 0:00:00
851,2019-05-03 0:00:00
852,2019-05-03 0:00:00
853,2019-05-03 0:00:00
854,2019-05-06 0:00:00
855,2019-05-06 0:00:00
856,2019-05-06 0:00:00
857,2019-05-06 0:00:00
858,2019-05-07 0:00:00
859,2019-05-07 0:00:00
860,2019-05-07 0:00:00
861,2019-05-07 0:00:00
862,2019-05-07 0:00:00
863,2019-05-08 0:00:00
864,2019-05-08 0:00:00
865,2019-05-08 0:00:00
866,2019-05-08 0:00:00
867,2019-05-08 0:00:00
868,2019-05-08 0:00:00
869,2019-05-09 0:00:00
870,2019-05-09 0:00:00
871,2019-05-09 0:00:00
872,2019-05-09 0:00:00
873,2019-05-09 0:00:00
874,2019-05-09 0:00:00
875,2019-05-10 0:00:00
876,2019-05-10 0:00:00
877,2019-05-10 0:00:00
878,2019-05-10 0:00:00
879,2019-05-10 0:00:00
880,2019-05-13 0:00:00
881,2019-05-13 0:00:00
882,2019-05-13 0:00:00
883,2019-05-13 0:00:00
884,2019-05-14 0:00:00
885,2019-05-14 0:00:00
886,2019-05-14 0:00:00
887,2019-05-14 0:00:00
888,2019-05-14 0:00:00
889,2019-05-15 0:00:00
890,2019-05-15 0:00:00
891,2019-05-15 0:00:00
892,2019-05-15 0:00:00
893,2019-05-15 0:00:00
894,2019-05-16 0:00:00
895,2019-05-16 0:00:00
896,2019-05-16 0:00:00
897,2019-05-16 0:00:00
898,2019-05-16 0:00:00
899,2019-05-17 0:00:00
900,2019-05-17 0:00:00
901,2019-05-17 0:00:00
902,2019-05-17 0:00:00
903,2019-05-17 0:00:00
904,2019-05-20 0:00:00
905,2019-05-20 0:00:00
906,2019-05-20 0:00:00
907,2019-05-20 0:00:00
908,2019-05-21 0:00:00
909,2019-05-21 0:00:00
910,2019-05-21 0:00:00
911,2019-05-21 0:00:00
912,2019-05-21 0:00:00
913,2019-05-22 0:00:00
914,2019-05-22 0:00:00
915,2019-05-22 0:00:00
916,2019-05-22 0:00:00
917,2019-05-22 0:00:00
918,2019-05-22 0:00:00
919,2019-05-23 0:00:00
920,2019-05-23 0:00:00
921,2019-05-23 0:00:00
922,2019-05-23 0:00:00
923,2019-05-23 0:00:00
924,2019-05-24 0:00:00
925,2019-05-24 0:00:00
926,2019-05-24 0:00:00
927,2019-05-24 0:00:00
928,2019-05-24 0:00:00
929,2019-05-27 0:00:00
930,2019-05-27 0:00:00
931,2019-05-27 0:00:00
932,2019-05-27 0:00:00
